Time,Latitude,Longitude,counts,Temperature,Humidity,Pressure,Altitude,VOC
1712972434.74,0,0,34.5,16.07638671875,66.96346407559363,1010.9464846766236,19.196015626531562,39699.5
1712972436.74,0,0,34.5,16.203632812499997,66.61592418945744,1010.9481738197135,19.181926442825443,58594.5
1712972438.74,0,0,34.5,16.30939453125,66.23503058153455,1010.9523748038148,19.14688597051895,71263.0
1712972440.74,0,0,34.5,16.40216796875,65.907418190864,1010.957742435038,19.102114680812114,80813.5
1712972442.74,0,0,29.5,16.4762890625,65.57417504118044,1010.9631107897453,19.057337460867302,88133.0
1712972444.75,0,0,31.5,16.52765625,65.22112452763116,1010.9437584330922,19.218755417853487,95202.0
1712972446.71,0,0,36.0,16.52765625,65.22112452763116,1010.9437584330922,19.218755417853487,95202.0
1712972448.75,0,0,36.0,16.55294921875,64.87846518838619,1010.9329858463436,19.308610569286003,101157.0
1712972450.74,0,0,27.0,16.56818359375,64.61959911034349,1010.9183294505588,19.430862314854075,105302.0
1712972452.74,0,0,36.0,16.5516796875,64.4004941197813,1010.920095293041,19.416132930077453,109106.0
1712972454.74,0,0,27.5,16.49982421875,64.24081790288503,1010.9170385095034,19.441630222583683,111799.0
1712972456.73,0,0,27.5,16.42755859375,64.11216042688064,1010.9255324627618,19.370780366034836,114935.0
1712972458.74,0,0,33.5,16.37091796875,64.06352761616577,1010.9263079711577,19.36431180995649,117228.0
1712972460.74,0,0,25.5,16.339765625,64.04557136020668,1010.9202446706563,19.414886889934827,118813.0
1712972462.74,0,0,28.5,16.31564453125,64.05902337486206,1010.9167046618909,19.44441491073291,120722.0
1712972464.74,0,0,26.0,16.3122265625,64.10245787047063,1010.9183026666697,19.431085592870044,122319.5
1712972466.72,0,0,26.0,16.3192578125,64.13725262557054,1010.9064226714864,19.53017982371049,123381.5
1712972468.74,0,0,29.0,16.332734375,64.1459351315275,1010.9024107284689,19.563644723758266,124693.5
1712972470.75,0,0,29.0,16.3505078125,64.14847185231002,1010.8964395519945,19.613452426703503,125806.5
1712972472.74,0,0,33.0,16.36974609375,64.15797843623943,1010.8892667218101,19.673283871722578,127302.0
1712972474.74,0,0,35.0,16.39318359375,64.14780552208387,1010.8853755405372,19.705741926943475,128191.5
1712972476.72,0,0,35.0,16.41427734375,64.12377978557956,1010.8938487622563,19.63506319974141,129500.5
