Time,Latitude,Longitude,counts,Temperature,Humidity,Pressure,Altitude,VOC
1712974261.59,0,0,2398.5,24.81837890625,83.42939794086551,866.9282970356037,1388.9466363738966,127146.5
1712974263.59,0,0,34.0,15.51232421875,66.82959400928667,1010.9529333012115,19.142227524766064,44240.0
1712974265.59,0,0,36.5,15.610859375,66.62508731947693,1010.9698786033316,19.000887831253316,63958.0
1712974267.57,0,0,36.5,15.67482421875,66.36792328331921,1010.9840195624314,18.882940395138917,77848.0
1712974269.59,0,0,31.0,15.707148437499999,66.14398178865463,1010.985798188201,18.86810520461917,88480.0
1712974271.59,0,0,40.5,15.70978515625,65.96708340036906,1010.9955231559786,18.786991706473398,99176.0
1712974273.59,0,0,33.0,15.689765625,65.81089795589702,1011.004045468771,18.715909790153653,106555.0
1712974275.59,0,0,31.0,15.66203125,65.69796284786969,1011.0160941274943,18.61541653222428,111892.0
1712974277.57,0,0,31.0,15.640253906249999,65.61656759901328,1011.0181278576865,18.598454076255415,116416.0
1712974279.59,0,0,39.5,15.620722656249999,65.57293891980291,1011.0193488688526,18.58827017828986,120557.5
1712974281.56,0,0,38.5,15.620722656249999,65.57293891980291,1011.0193488688526,18.58827017828986,120557.5
1712974283.59,0,0,34.5,15.60158203125,65.53957867671699,1011.0176116330983,18.6027596719569,124253.5
1712974285.59,0,0,36.0,15.58771484375,65.53078481295512,1011.0083399687755,18.68009092610351,126708.5
1712974287.57,0,0,36.0,15.579218749999999,65.57036932273297,1010.9925948116738,18.81141620607442,128980.5
1712974289.59,0,0,38.5,15.5747265625,65.63775129305955,1010.9879190735775,18.850415365231882,131383.0
1712974291.59,0,0,39.0,15.569062500000001,65.70838714420778,1010.984917243906,18.87545296844796,133174.0
1712974293.59,0,0,41.5,15.5688671875,65.76962258557185,1010.9738040191638,18.968146396306793,135058.0
1712974295.58,0,0,41.5,15.570625,65.78349272012616,1010.9721925085834,18.981587757562444,136895.5
1712974297.6,0,0,40.0,15.56857421875,65.80362445875585,1010.9661280332523,19.03217088938767,138455.5
1712974299.59,0,0,35.5,15.56095703125,65.82635915409206,1010.9734108483838,18.971425753875245,139218.0
1712974301.59,0,0,28.0,15.567597656250001,65.83753206110237,1010.9798145449109,18.918013562513693,140662.0
1712974303.59,0,0,37.5,15.56330078125,65.83350714551085,1010.9799562391919,18.91683170185588,142252.5
1712974305.61,0,0,37.5,15.55412109375,65.83218336574275,1010.9810763081607,18.90748942375021,143178.0
1712974307.59,0,0,37.0,15.55509765625,65.85275555142573,1010.9817799945952,18.901620095550857,144172.5
1712974309.59,0,0,44.0,15.541621093749999,65.87465034288627,1010.9731480715238,18.97361755100759,144883.5
1712974311.59,0,0,36.0,15.52921875,65.87967276015335,1010.9761718362688,18.94839682527948,145602.0
1712974313.59,0,0,32.0,15.52189453125,65.91267647980305,1010.9776384457602,18.936164004385176,147245.0
1712974315.58,0,0,32.0,15.51544921875,65.9185589474008,1010.9742524451003,18.96440611840864,147120.0
1712974317.59,0,0,33.5,15.51203125,65.95213191579867,1010.9650443107832,19.041210113301794,147923.0
1712974319.59,0,0,26.0,15.50373046875,65.96456174121487,1010.9559143924591,19.11736227748719,149242.0
1712974321.59,0,0,35.5,15.49416015625,65.95636656171665,1010.9572902864761,19.105886121265243,150384.0
1712974323.57,0,0,35.5,15.4790234375,65.9644031415394,1010.9630166648028,19.05812255967475,150837.0
1712974325.59,0,0,41.0,15.4559765625,65.96789183319491,1010.9602520322433,19.081182185609485,151678.5
1712974327.59,0,0,33.0,15.42951171875,65.9777022082809,1010.954571464369,19.12856361693803,152334.0
1712974329.59,0,0,34.0,15.40412109375,65.99107588411147,1010.9524502017896,19.14625705534756,152137.0
1712974331.57,0,0,37.0,15.40412109375,65.99107588411147,1010.9524502017896,19.14625705534756,152137.0
1712974333.57,0,0,37.0,15.382441406249999,66.01520812487743,1010.9483268262014,19.180650227379942,152796.0
1712974335.6,0,0,36.0,15.36076171875,66.0359349673505,1010.9451006894922,19.20755954451475,152862.5
1712974337.59,0,0,32.0,15.335078125,66.0629027886344,1010.9352988013745,19.289317887475104,155081.5
1712974339.59,0,0,32.0,15.310664062499999,66.10710026643655,1010.939266586618,19.256222236452395,154877.0
1712974341.59,0,0,47.5,15.289277343750001,66.14492405714007,1010.9365152448122,19.279171445387533,154537.5
1712974343.57,0,0,47.5,15.271699218750001,66.19012397597805,1010.9373188709453,19.27246826663736,155424.0
1712974345.59,0,0,41.0,15.254121093750001,66.2489758707916,1010.9381210975657,19.265776825785295,156250.5
1712974347.59,0,0,36.0,15.24611328125,66.30922629274882,1010.9393550882643,19.25548400523274,156181.0
1712974349.6,0,0,38.5,15.24650390625,66.39118543449146,1010.9372997063753,19.27262812047457,156323.0
1712974351.63,0,0,27.5,15.25861328125,66.4646288483033,1010.9311141695721,19.324222534814886,156877.5
1712974353.57,0,0,27.5,15.27521484375,66.52167225283216,1010.9161222880388,19.449272681374975,157086.0
1712974355.6,0,0,27.5,15.2938671875,66.55170060533604,1010.9143846081848,19.463767074259934,156808.0
1712974357.6,0,0,37.0,15.302265625,66.56316622910597,1010.9182850071461,19.43123288645096,157861.0
1712974359.59,0,0,28.5,15.30177734375,66.55284699214687,1010.9246753832615,19.37792943579799,157649.0
1712974361.62,0,0,28.5,15.32111328125,66.53173788000633,1010.9276541940426,19.35308265514599,158143.0
1712974363.59,0,0,36.0,15.3372265625,66.51357944565024,1010.9325328994651,19.31238862745095,158499.5
1712974365.59,0,0,33.0,15.348847656250001,66.47428093317959,1010.9309343559607,19.325722316021256,158998.5
1712974367.59,0,0,34.5,15.350214843749999,66.41301916911195,1010.9295826882161,19.336996767160798,159792.5
1712974369.59,0,0,34.5,15.34904296875,66.3752986502171,1010.9222642633974,19.39804104555598,159719.0
1712974371.58,0,0,34.5,15.3641796875,66.35701028465563,1010.9255377235894,19.370736483856632,159430.5
1712974373.59,0,0,33.5,15.3833203125,66.34612896848506,1010.9308882401056,19.32610697018523,159430.0
1712974375.59,0,0,33.0,15.404902343749999,66.34242698553396,1010.9294557000046,19.338055992260855,160373.0
1712974377.59,0,0,24.5,15.43048828125,66.34271880242173,1010.9399892969127,19.250193995527752,159720.0
1712974379.57,0,0,24.5,15.455,66.32237860894908,1010.9361682192975,19.282065999642356,160594.0
1712974381.6,0,0,31.0,15.474726562499999,66.27746064009732,1010.9334814840912,19.304476358058174,160815.5
1712974383.56,0,0,33.5,15.474726562499999,66.27746064009732,1010.9334814840912,19.304476358058174,160815.5
